I am a planet hunter,‫من یک شکارچی سیاره هستم‬
and keeper of the keys at NASA's Exoplanet Archive.,‫و نگهدارنده کلیدها‬ ‫در آرشیو سیارات فراخورشیدی ناسا.‬
"In March 2022, we reached a major milestone in space exploration:",‫ما در مارس ۲۰۲۲ به یک‬ ‫مرحله مهم  در اکتشاف فضا رسیدیم:‬
"5,000 known exoplanets.","‫۵,۰۰۰ سیاره فراخورشیدی شناخته شده.‬"
"For thousands of years, we've wondered about planets outside of our solar system, now called exoplanets.",‫برای هزاران سال،‬ ‫ما در مورد سیارات خارج از منظومه شمسی‌مان‬ ‫تعجب کرده‌ایم‬، ‫امروزه سیارات فراخورشیدی نامیده می‌شوند.‬
But our technology only recently caught up with our imaginations.,‫اما فناوری ما به تازگی با تصورات ما‬ ‫همگام شده است.‬
"And yes, 5,000 planets is incredible.","‫و بله، ۵,۰۰۰ سیاره باورنکردنی است.‬"
What's even more incredible,‫چیزی که حتی باورنکردنی‌تر است‬
is how space research will change as a result.,‫این است که چگونه‬ ‫تحقیقات فضایی در نتیجه تغییر خواهد کرد.‬
"When I started grad school,",‫وقتی دبیرستان را شروع کردم،‬
"there were about 100 known exoplanets,",‫حدود ۱۰۰ سیاره فراخورشیدی شناخته شده‬ ‫وجود داشت،‬
all radically different from the Earth and from each other.,‫همه‌شان کاملاً متفاوت از زمین‬ ‫و از یکدیگر بودند.‬
I was determined to find more.,‫من مصمم بودم که بیشتر پیدا کنم.‬
"I spent four years looking at nearly 87,000 stars, one by one.","‫من چهار سال را صرف جستجو ‬ ‫نزدیک به ۸۷,۰۰۰ ستاره کردم، یک به یک.‬"
"Now you might have this romantic idea that I was gazing intently through a telescope, pondering some gorgeous view of the universe.",‫حال احتمالا این ایده جالب را داشتید‬ ‫که من با دقت از طریق تلسکوپ، نگاه می‌کردم‬، ‫و می‌اندیشیدم در منظره زیبایی از کیهان‬.
"I was looking at data like this, measuring the brightness of each star over time.",‫من به اطلاعاتی مثل این نگاه می‌کردم،‬ ‫اندازه‌گیری روشنایی‬ ‫هر ستاره در طول زمان.‬
"If the brightness dipped, just briefly, just a little bit,",‫اگر روشنایی کاهش یابد، فقط برای‬ ‫مدت کوتاهی، فقط کمی،‬
"it could be because a planet had orbited in front of that star,",‫ممکن است به این دلیل باشد که یک سیاره ‫جلوی آن ستاره چرخیده باشد،‬
