"Watching a kitten fumbling around, it might feel as if you’ve never encountered anything so devastatingly adorable in your mortal life.",شاید با دیدن بچه گربه‌ای که  در حال جست‌وخیز است، با خودتان بگویید که در تمام طول زندگی دنیوی‌تان موجودی به این بامزه‌ای ندیده‌اید.
You may want to pet its soft fur and kiss its tiny head.,شاید بخواهید موهای نرمش را نوازش کنید  یا سر کوچکش را ببوسید.
"But you may also feel the conflicting urge to squeeze or smush the kitten, maybe even stuff it in your mouth.",یا حتی این حس متناقض به شما دست دهد که آن را فشار دهید یا له کنید یا آن را بخورید.
"However, you don’t.",هرچند این کار را نمی‌کنید.
And you might be appalled by yourself.,احتمالاً از خودتان متنفر می‌شوید.
"But this urge, which psychologists call “cute aggression,” is a surprisingly common one estimated to affect about half of all adults.",این حس که روانشناسان آن را «خشم ناشی از دیدن پدیده‌های بامزه» می‌نامند، به طرز عجیبی رایج است و طبق برآوردها نیمی از بزرگسالان به آن دچار هستند.
"To better understand this peculiar phenomenon, let's start with what cuteness is.",برای درک بهتر این پدیده، ابتدا باید بامزه بودن را تعریف کنیم.
"In 1943, one scientist created  a baby schema that identified key features associated with cuteness, like plump cheeks, large eyes, and short limbs.",در سال ۱۹۴۳، دانشمندی  یک طرح‌واره‌‌ی کودک ساخت و ویژگی‌های بانمک را در آن مشخص کرد، مثل گونه‌های تپل، چشمان درشت و دست و پای کوچک.
"These characteristics,  associated with many young animals, were placed in opposition with those  perceived as less cute.",این ویژگی‌ها که در بسیاری از حیوانات جوان نیز مشاهده می‌شوند، در مقابل ویژگی‌هایی قرار گرفتند که جذابیت کمتری داشتند.
Decades of study have since indicated  that this baby schema reliably tracks with how people perceive cuteness.,نتایج چندین دهه تحقیق  نشان‌دهنده‌‌ی تطابق این طرح‌واره با چیزی است که انسان‌‌ها بانمک تلقی می‌کنند.
"When study participants see images containing more features that the baby schema pinpoints as cute, they tend to look at them longer and more often.",هنگامی که مشارکت‌کنندگان تصاویری را می‌بینند که ویژگی‌های بامزه‌ی بیشتری نسبت به طرح‌واره‌ی کودک دارند، مدت زمان و تعداد دفعات بیشتری به آن‌ها نگاه می‌کنند.
And the photos appear  to stimulate brain regions associated with emotion and reward.,به نظر می‌رسد این تصاویر بخش‌هایی از مغز را که با احساس و پاداش در ارتباط هستند تحریک می‌کنند.
Cuteness is also thought to influence behavior.,ظاهراً ویژگی‌های بامزه رفتار را  نیز تحت تأثیر قرار می‌دهند.
"In a 2009 study, participants performed better at the game Operation— which demands precise, careful movements— when shown cute images beforehand.",در پژوهشی که در سال ۲۰۰۹ انجام شد، مشارکت‌کنندگانی که قبل از شروع بازی تصاویر بامزه دیدند، در بازی «اتاق عمل»، که مستلزم حرکات دقیق است، بهتر عمل کردند.
The results of another study indicated that people use recycling bins more when they have cute images on them.,نتایج تحقیق دیگری نشان می‌دهد افراد از سطل‌ زباله‌هایی که عکس‌های بامزه دارند بیشتر استفاده می‌کنند.
And the fact that cuteness hijacks  our emotions is certainly not lost  on authorities and advertisers.,این موضوع که بامزه بودن  احساسات ما را تحت تأثیر قرار می‌دهد از دیدِ مقامات و تبلیغ‌کنندگان هم پنهان نمانده است.
But why does cuteness  have this hold on us?,اما چرا در مقابل ویژگی‌های بامزه ضعف نشان می‌دهیم؟
"It's nearly impossible to know for sure, but one theory is that cute things simply make us want to nurture them.",دلیل قطعی برای این حالت وجود ندارد. طبق یک نظریه‌‌، پدیده‌های بامزه ما را به پرورش‌شان ترغیب می‌کنند.
"Because human babies are relatively helpless on their own, it’s hypothesized that evolution favored infants who were perceived as cute and inspired more care and interaction.",از آنجا که نوزادان موجوادتی ناتوان هستند، فرض بر این است که در سیر تکامل، ارجحیت با نوزادنی بوده که بامزه تلقی می‌شدند و حس مراقبت و تعامل بیشتری بر می‌انگیختند.
"And, being acutely sensitive to cuteness, we're tuned into similar features in other species.",از آنجایی‌که ما به شدت نسبت به بامزه بودن حساس هستیم این ویژگی‌ها را در موجوادت  دیگر نیز جست‌وجو می‌کنیم.
"In fact, as we domesticated animals,  their appearances tended to change too.",در واقع، همزمان با اهلی کردن حیوانات  ظاهر آن‌ها را نیز تغییر دادیم.
"Some scientists have noted a phenomenon called “domestication syndrome,” where certain animals appear to have gradually adopted more juvenile features as they became more docile.",برخی از دانشمندان از پدیده‌ای به نام «سندروم اهلی‌سازی» نام می‌برند که در آن برخی حیوانات به تدریج هر چه که بیشتر اهلی می‌شوند خصیصه‌های بچگانه‌ی بیشتری اتخاذ می‌کنند.
One theory is that these  physical changes are regulated by an embryonic structure  called the neural crest.,نظریه دیگری می‌گوید ساختار جنین که «ستیغ عصبی» نامیده می‌شود، این تغییرات فیزیکی را کنترل می‌کند.
It helps determine how some  of a developing embryo’s cells differentiate and where they go.,این ساختار نشان می‌دهد که  چرا برخی از سلول‌های جنینِ در حال رشد با هم فرق دارند و کجا قرار می‌گیرند.
"Delaying or inhibiting the arrival of  these cells in certain areas of the body can result in an underdevelopment  of the pituitary and adrenal glands, which govern fear and aggression.",تأخیر یا ممانعت از ورود این سلول‌ها به بخش‌های خاصی از بدن منجر به رشد نیافتن غده هیپوفیز و  غدد فوق کلیوی می‌شود که ترس و خشم را کنترل می‌کنند.
"It can also lead  to physical characteristics like floppier ears, shorter snouts, and smaller jaws.",در ضمن، این امر می‌تواند منجر به بروز ویژگی‌های فیزیکی مثل گوش‌های آویزان، پوزه کوتاه‌تر و فک کوچک‌تر شود.
This is one idea of how selecting  for behavioral characteristics,این امر نشان می‌دهد که چرا در هنگام انتخاب ویژگی‌های رفتاری همانند مهربانی،
"like friendliness, may also select  for more juvenile, cuter physical traits.",ممکن است ویژگی‌های فیزیکی مانند  جوان بودن و بامزه‌تر را نیز در نظر بگیریم.
"Basically, as humans bred  and domesticated docile dogs, we seem to have made some breeds look more like babies.",اساساً از آنجایی‌که انسان‌ها سگ‌ها  را پرورش می‌دهند و اهلی می‌کنند ممکن است باعث شده باشیم برخی نژادها بیشتر شبیه نوزاد انسان بشوند.
Some scientists theorize that we may have even domesticated ourselves.,برخی دانشمندان بر این باورند که حتی شاید ما خودمان را هم اهلی کرده باشیم.
