"My uncle came home from prison when I was 15, but a few months later he was sent back.",عمویم وقتی پانزده ساله بودم  از زندان به خانه آمد، اما چند ماه بعد او را برگرداندند.
The whole experience made me pay attention to the criminal justice system for the first time.,این تجربه باعث شد برای اولین بار به سیستم عدالت کیفری توجه کنم.
"I started talking to researchers, advocates and eventually to the people who run the US prison system.",شروع به صحبت کردن با محققان و مدافعان کردم و در نهایت با مردمی که سیستم زندان‌های آمریکا را اداره می‌کنند.
What surprised me most in those conversations was something they all agreed on.,چیزی که بیش از همه در آن گفتگوها مرا شگفت‌زده کرد چیزی بود که همه آن‌ها بر سر آن توافق داشتند.
"Everyone, the left, the right, advocates, agencies agreed that change was being slowed down by bad data.",همه، چپ، راست، مدافعان، نمایندگان توافق داشتند که تغییرات به دلیل داده‌های بد کند شده است.
"Data that was scattered, stale, incomplete.",اطلاعاتی که پراکنده، کهنه و ناقص بودند.
Data that made it really hard to know what was working.,اطلاعتی که کار را واقعا سخت کرد که بدانیم چه چیزی کار می‌کند.
Data so bad that people who had done everything that they needed to do to be released from prison were still stuck in the system.,اطلاعت بسیار بدی که افرادی که همه کارهایی را که نیاز بود تا از زندان آزاد شوند انجام داده بودند هنوز در سیستم گیر کرده بودند.
"Altogether, bad data means that hundreds of thousands of people are in prison and on probation and parole who don't need to be there.",در مجموع، اطلاعات بد به این معنی است که هزاران نفر از مردم در زندان و تحت مراقبت و مشروط هستند در حالی که نیازی به حضور در آنجا ندارند.
People like Kate.,افرادی مثل کِیت
"In 2018, Kate was sentenced to four years on probation for a drug charge.",در سال ۲۰۱۸ کیت به اتهام جابجایی موادمخدر به چهار سال، تحت مراقبت بودن محکوم شد.
"At sentencing, the judge told her that if she was doing well, she could cut that sentence in half.",در محاکمه، قاضی به او گفت که اگر خوب رفتار کند، می‌تواند حکم را نصف کند.
"Today she's sober, employed, has stable housing, she's got kids who are doing great.",امروز او پاک است، شاغل است، دارای مسکن پایدار، بچه‌هایی دارد که حالشان عالی است.
"She did everything the judge asked, but she's still on probation.",او تمام خواسته‌های قاضی را انجام داد، اما هنوز مشروط است.
"Kate's parole officer, Allison, has been an officer in Idaho for six years.",افسر آزادی مشروط کیت، آلیسون،  شش سال در آیداهو افسر بوده است.
And she's great at her job.,و او در کارش عالی است.
But her job is kind of impossible.,اما کار او به نوعی غیرممکن است.
She is responsible for 90 people who each need to do 21 things in order to be released.,او مسئول نود نفر است که هر کدام باید بیست و یک چیز را انجام دهند تا آزاد بشوند
And those 21 things live in five different databases.,و آن بیست و یک چیز در پنج پایگاه داده مختلف وجود دارند.
